Tweets,team,id,account,len,date,likes,retweets,#hashtag
Co-sign this https://t.co/1pMtCNTYQ3,Denver Nuggets,1098366320687472640,@Chrisadempsey,36,2019-02-20 23:38:32,2,0,0
The #Nuggets return to practice tonight in advance of their  post-All-Star start at Dallas on Friday,Denver Nuggets,1098306544368664578,@Chrisadempsey,100,2019-02-20 19:41:00,22,1,1
"#Nuggets ranks out of the All-Star break: 
Points: 112.0 (16th)
FG%: 47.2 (9th)
3FG%: 35.4 (10th)
FT%: 75.8 (20th)… https://t.co/AdUHLVcTuG",Denver Nuggets,1098306208006459392,@Chrisadempsey,139,2019-02-20 19:39:40,37,5,1
Over Shaq and arm through the rim should have been the last dunk. So good. Competition would have been a wrap.,Denver Nuggets,1096971382854803456,@Chrisadempsey,110,2019-02-17 03:15:33,60,10,0
Wooooooooooohhh!!!,Denver Nuggets,1096971101064720384,@Chrisadempsey,18,2019-02-17 03:14:25,9,2,0
RT @msinger: Count Kyle Kuzma as someone surprised Monte Morris wasn’t included in the Rising Stars challenge. https://t.co/8KzFXCwvXq,Denver Nuggets,1096885163064205312,@Chrisadempsey,134,2019-02-16 21:32:56,0,13,0
"RT @nuggets: Subjects covered: Serbian music, teammates, pretty sure horses were mentioned at some point, Denver and more.

#NBAAllStar #Mi…",Denver Nuggets,1096806400427122693,@Chrisadempsey,140,2019-02-16 16:19:58,0,12,1
"RT @nuggets: 🎥 ""We wanted to build our team over time, never take any shortcuts and really just try to build a real contender organically.""…",Denver Nuggets,1096586130852536321,@Chrisadempsey,140,2019-02-16 01:44:41,0,29,0
So well-deserved. Really good news. https://t.co/dRCCLbYsQK,Denver Nuggets,1096543642343288832,@Chrisadempsey,59,2019-02-15 22:55:51,107,5,0
"RT @AltitudeTV: Vic sets the stage for what’s sure to be a busy day at #NBAAllStar Weekend. 

#MileHighBasketball https://t.co/deOZq8DzmV",Denver Nuggets,1096464269460176897,@Chrisadempsey,137,2019-02-15 17:40:27,0,8,2
Nuggets run past Mavericks in first game after the All-Star break: https://t.co/yjxliuyfo3,Denver Nuggets,1099159432787906560,@nuggetsnews,90,2019-02-23 04:10:04,5,2,0
Should the #Nuggets pursue Anthony Davis this summer? They better at least have a meeting @MattDSchubert writes… https://t.co/rJxbSyJzWr,Denver Nuggets,1098340318116790272,@nuggetsnews,136,2019-02-20 21:55:12,1,0,1
Should the #Nuggets pursue Anthony Davis this summer? https://t.co/kXxTppAHPM,Denver Nuggets,1098296586222874630,@nuggetsnews,77,2019-02-20 19:01:26,0,0,1
The NBA playoff push starts now with All-Star break ending https://t.co/K2aWKiXdCO,Denver Nuggets,1098295333816360963,@nuggetsnews,82,2019-02-20 18:56:27,1,0,0
Why #Nuggets coach Michael Malone “wouldn’t back down from anybody” https://t.co/owVY1C8HwC,Denver Nuggets,1098244653411901440,@nuggetsnews,91,2019-02-20 15:35:04,1,0,1
"#Nuggets Mailbag: Should Will Barton be the odd man out in Denver’s minutes crunch? 
by @msinger https://t.co/rjXUeH5paR",Denver Nuggets,1098229548066529280,@nuggetsnews,120,2019-02-20 14:35:03,2,0,1
"RT @DPostSports: Catch up on the day in sports with our morning newsletter.

⚾️ Nolan Arenado's future
🤼 #COPreps state wrestling preview
🏀…",Denver Nuggets,1098228723520860160,@nuggetsnews,140,2019-02-20 14:31:46,0,3,1
"RT @NBATV: Happy Birthday to the Joker! 🃏

What's your favorite moment from Nikola Jokic this season? https://t.co/FTshT5mCxn",Denver Nuggets,1098019346436124672,@nuggetsnews,125,2019-02-20 00:39:47,0,494,0
"Please, Zion Williamson: Save the NBA Slam Dunk Contest next year https://t.co/EMh3TQirf2",Denver Nuggets,1097897370124251136,@nuggetsnews,89,2019-02-19 16:35:05,0,0,0
"Joker’s wild: #Nuggets All-Star Nikola Jokic is “just a big, goofy kid”
by @msinger https://t.co/2VA7w0A0JA",Denver Nuggets,1097882263461814273,@nuggetsnews,107,2019-02-19 15:35:03,2,0,1
Why #Nuggets coach Michael Malone “wouldn’t back down from anybody” https://t.co/AG1PmNwUrs,Denver Nuggets,1097866918416080896,@nuggetsnews,91,2019-02-19 14:34:05,0,0,1
Why #Nuggets coach Michael Malone “wouldn’t back down from anybody” https://t.co/8MbYQcCSu1,Denver Nuggets,1097516112504414212,@nuggetsnews,91,2019-02-18 15:20:06,0,1,1
"#Nuggets coach Michael Malone leads Team LeBron to All-Star Game victory 
by @msinger https://t.co/DbcQRcgnGK",Denver Nuggets,1097508547582197761,@nuggetsnews,109,2019-02-18 14:50:03,4,0,1
"Joker’s wild: #Nuggets All-Star Nikola Jokic is “just a big, goofy kid”
by @msinger https://t.co/MfcQGdlX3K",Denver Nuggets,1097500995020562432,@nuggetsnews,107,2019-02-18 14:20:02,1,0,1
"Please, Zion Williamson: Save the NBA Slam Dunk Contest next year https://t.co/BzpPAE6bwW",Denver Nuggets,1097493450193276928,@nuggetsnews,89,2019-02-18 13:50:03,0,0,0
RT @DPostSports: Nuggets coach Michael Malone leads Team LeBron to All-Star Game victory: https://t.co/vnwYIeEmTc,Denver Nuggets,1097351039248781313,@nuggetsnews,113,2019-02-18 04:24:10,0,1,0
Why Nuggets coach Michael Malone “wouldn’t back down from anybody” https://t.co/MU4l2mJx1M,Denver Nuggets,1097315165589008384,@nuggetsnews,90,2019-02-18 02:01:37,2,1,0
RT @msinger: This game was not made for Joker. There's quite a bit of running back and forth between the 3-point lines.,Denver Nuggets,1097313656373620737,@nuggetsnews,119,2019-02-18 01:55:37,0,1,0
"Please, Zion Williamson: Save the NBA Slam Dunk Contest next year https://t.co/jpdFcjg6ph",Denver Nuggets,1097220949798203397,@nuggetsnews,89,2019-02-17 19:47:14,0,0,0
"Joker’s wild: #Nuggets All-Star Nikola Jokic is “just a big, goofy kid”
by @msinger https://t.co/Gtei287NOy",Denver Nuggets,1097155343027789825,@nuggetsnews,107,2019-02-17 15:26:32,0,0,1
"#Nuggets injury report a day before taking on the #Clippers:

Trey Lyles (L hamstring strain) is OUT.
Michael Porte… https://t.co/5LfXKlpBty",Denver Nuggets,1099425087462215680,@TJMcBrideNBA,140,2019-02-23 21:45:41,1,1,2
"RT @MrMichaelLee: Jusuf Nurkic on trash talk from Ben Simmons: “I’m a better shooter than him, I guess. The way he’s able to shoot - or not…",Denver Nuggets,1099424011275157504,@TJMcBrideNBA,140,2019-02-23 21:41:25,0,215,0
"RT @bomani_jones: in other news, the problem here is acting like these were mutually exclusive notions. https://t.co/dcOOye7ubb",Denver Nuggets,1099423838708862977,@TJMcBrideNBA,127,2019-02-23 21:40:44,0,37,0
"RT @TheDailyShow: .@KamalaHarris takes questions from the audience in this special #BetweenTheScenes Guest Edition. First up: Tupac.

Watch…",Denver Nuggets,1099423405810569216,@TJMcBrideNBA,140,2019-02-23 21:39:00,0,451,1
RT @samesfandiari: Paul George is on pace to make over 315 threes. For reference https://t.co/OZze96uIVH,Denver Nuggets,1099400316662046721,@TJMcBrideNBA,104,2019-02-23 20:07:16,0,8,0
"Make sure to subscribe to the @Nuggets_Daily podcast on iTunes. 

Link below 👇🏼
https://t.co/520nmDAR9H",Denver Nuggets,1099393203059523584,@TJMcBrideNBA,103,2019-02-23 19:39:00,0,0,0
This game just went bonkers. Everyone stopped playing defense and the pace ramped up quickly. Portland is rolling a… https://t.co/mZw1yLWPQG,Denver Nuggets,1099391848462860289,@TJMcBrideNBA,140,2019-02-23 19:33:37,0,0,0
RT @HPbasketball: This is a pretty big issue. This is a healthy scratch for a player against a team led by the architect of the player’s ag…,Denver Nuggets,1099387299324981250,@TJMcBrideNBA,140,2019-02-23 19:15:32,0,77,0
@JoshuaDover https://t.co/peyeU621vC,Denver Nuggets,1099386200371195904,@TJMcBrideNBA,36,2019-02-23 19:11:10,1,0,0
RT @TomerAzarly: I'm sure AD and LeBron sharing an agent and the Lakers making a playoff push has nothing to do with this.,Denver Nuggets,1099385846283882496,@TJMcBrideNBA,122,2019-02-23 19:09:46,0,40,0
@JoshuaDover 76ers broadcast of the Philly/Portland game.,Denver Nuggets,1099385367931830272,@TJMcBrideNBA,57,2019-02-23 19:07:51,5,0,0
"I’m sorry, but comparing Jokic to Nurkic cannot still be a thing and I don’t mean confusing the two. I mean saying… https://t.co/XZI0QbCXUW",Denver Nuggets,1099383097848680448,@TJMcBrideNBA,139,2019-02-23 18:58:50,87,7,0
Tobias Harris is the perfect player for Philly. I love the way this team is constructed now.,Denver Nuggets,1099381445741678593,@TJMcBrideNBA,92,2019-02-23 18:52:16,7,0,0
"RT @DuvalierJohnson: The #Nuggets started their final 25 games with a road victory over the Mavericks. 

Here’s my good, bad and ugly as De…",Denver Nuggets,1099379426868031491,@TJMcBrideNBA,140,2019-02-23 18:44:15,0,9,1
"RT @TJMcBrideNBA: New @Nuggets_Daily Podcast is up from the #Nuggets 114-104 win over the #Mavs.

Topics:
-Denver's endless energy
-3-guard…",Denver Nuggets,1099367373520420868,@TJMcBrideNBA,140,2019-02-23 17:56:21,0,7,2
"RT @TJMcBrideNBA: My five takeaways from the #Nuggets 114-104 win over the #Mavericks is live on @MileHighSports.

Topics:
-Denver's relent…",Denver Nuggets,1099367327311777793,@TJMcBrideNBA,140,2019-02-23 17:56:10,0,9,2
Good night ✌🏼,Denver Nuggets,1099219935731957760,@TJMcBrideNBA,13,2019-02-23 08:10:29,2,0,0
"RT @TJMcBrideNBA: #Nuggets use complete team effort to stomp #Mavericks for 40th win

My postgame is live on @MileHighSports:
https://t.co/…",Denver Nuggets,1099219813140844544,@TJMcBrideNBA,140,2019-02-23 08:10:00,0,12,2
"For the late-night crowd, here is all of my coverage from the #Nuggets 114-104 road win over the #Mavericks tonight… https://t.co/Usv6WZ1KPw",Denver Nuggets,1099215763947298817,@TJMcBrideNBA,140,2019-02-23 07:53:55,3,2,2
"New @Nuggets_Daily Podcast is up from the #Nuggets 114-104 win over the #Mavs.

Topics:
-Denver's endless energy
-3… https://t.co/KvJ0sz93Lr",Denver Nuggets,1099214761047310336,@TJMcBrideNBA,140,2019-02-23 07:49:56,9,7,2
RT @RealAClifton: Good Morning!! 📌❣️ https://t.co/b0kB27X6ro,Denver Nuggets,1099386008045522944,@KatyWinge,60,2019-02-23 19:10:24,0,4,0
But real talk: extremely grateful to all the people salting/plowing/making sure it was safe for us to land and driv… https://t.co/49VE9bH8lq,Denver Nuggets,1099217636246867969,@KatyWinge,140,2019-02-23 08:01:21,11,0,0
Minnesota me landing in Denver wondering what all the ruckus is about: https://t.co/7nCLHZNKVc,Denver Nuggets,1099216389041242112,@KatyWinge,94,2019-02-23 07:56:24,6,0,0
"RT @AltitudeTV: We are all behind you, @VicLombardi. https://t.co/SprRE9XQ7G",Denver Nuggets,1099214328094511106,@KatyWinge,76,2019-02-23 07:48:12,0,73,0
Next question. https://t.co/LM1u41xyjg,Denver Nuggets,1099177958491725825,@KatyWinge,38,2019-02-23 05:23:41,38,2,0
WIN NUMBER 40 ON FEBRUARY 22ND GAME NUMBER 58 PEOPLE https://t.co/jQ815leD8A,Denver Nuggets,1099155968972214272,@KatyWinge,76,2019-02-23 03:56:18,58,5,0
"What a third quarter for the #Nuggets. Completely different defensive effort, flying around, deflecting passing and… https://t.co/qjCLXrX1bo",Denver Nuggets,1099144111775457280,@KatyWinge,140,2019-02-23 03:09:12,14,1,1
"RT @VicLombardi: Me like this. 
Timmy D won some trophies. https://t.co/sNCHsCrgGh",Denver Nuggets,1099139629436018693,@KatyWinge,82,2019-02-23 02:51:23,0,8,0
@nuggetsron The best @HOMAGE,Denver Nuggets,1099116500806443008,@KatyWinge,28,2019-02-23 01:19:29,1,0,0
BACK WHERE I BELONG OH HOW IVE MISSED YOU MILE HIGH BASKETBALL https://t.co/YYEU8rY6JV,Denver Nuggets,1099116381214261249,@KatyWinge,86,2019-02-23 01:19:00,76,3,0
"RT @S10Bird: I love every second of this. New Yorkers, baby!! https://t.co/cMD8PVkALg",Denver Nuggets,1099100946490163204,@KatyWinge,85,2019-02-23 00:17:40,0,139,0
@BillHanzlik @VicLombardi @GoldCrownCO @ToddRomeroTV @chrisadempsey @nuggets 115-102 Nuggs,Denver Nuggets,1099098410647457792,@KatyWinge,90,2019-02-23 00:07:36,2,0,0
Luka Doncic is OUT tonight against the #Nuggets but I still stand by these 🔑🔑🔑 https://t.co/sJRG57h2fv,Denver Nuggets,1099098252924936192,@KatyWinge,102,2019-02-23 00:06:58,11,0,1
That’s our Coach of the Year https://t.co/N7G4AKYUj3,Denver Nuggets,1098999002715119616,@KatyWinge,52,2019-02-22 17:32:35,48,1,0
"RT @BleacherReport: NBA officially proposes lowering draft age from 19 to 18, per Jeff Zillgitt https://t.co/jaezmb7zb6",Denver Nuggets,1098998415277608960,@KatyWinge,119,2019-02-22 17:30:15,0,8309,0
"Nuggets can win their 40th game of the season this evening. 

Win #40 last year? March 23rd. Game #73. 

Win #40 ba… https://t.co/wqmOuEoD3O",Denver Nuggets,1098975578470912006,@KatyWinge,140,2019-02-22 15:59:30,202,16,0
I’ll be on the radio waves with @RadioKoz tonight! https://t.co/GQ3VEULz5v,Denver Nuggets,1098954592740610048,@KatyWinge,74,2019-02-22 14:36:07,15,2,0
And my first plans for 2021 are written in permanent marker TYSM https://t.co/Qtd5NNnbl7,Denver Nuggets,1098782507741446146,@KatyWinge,88,2019-02-22 03:12:18,28,2,0
"RT @bball_ref: Playoff Odds, West
t1 #Nuggets - 100%
t1 #Thunder - 100%
t1 #Warriors - 100%
4 #Blazers - 98.8%
5 #Jazz - 98.5%
6 #Rockets -…",Denver Nuggets,1098689291482472448,@KatyWinge,140,2019-02-21 21:01:54,0,56,6
"Injury updates ahead of the #Nuggets first game back after the all-star break: 

Gary Harris is available - he will… https://t.co/MQz1k4sVJ4",Denver Nuggets,1098687174512427010,@KatyWinge,140,2019-02-21 20:53:29,23,1,1
"We're celebrating @PistonsHooper's birthday in 8 days presented by @Lovepop!

Meet Hooper and his birthday pals at… https://t.co/pVdqtJXAE3",Detroit Pistons,1099424661690036225,@DetroitPistons,139,2019-02-23 21:44:00,17,2,0
Thanks for having us! https://t.co/ffmUakATfl,Detroit Pistons,1099401540278861824,@DetroitPistons,45,2019-02-23 20:12:07,16,2,0
"We have a partnership with the @DetroitSymphony to enhance music education programming.  
Financial commitments fro… https://t.co/MdmnC5fd9D",Detroit Pistons,1099379362972033024,@DetroitPistons,140,2019-02-23 18:44:00,33,9,0
"Next matchup in the nickname bracket ... Big Ben vs. Rip. Cast your vote!

Tix for the March 30 &amp; April 7 Champions… https://t.co/krjbejknUA",Detroit Pistons,1099376322252603392,@DetroitPistons,144,2019-02-23 18:31:55,13,3,0
RT @PistonsHooper: Had such a fun time at AT&amp;T in Great Lakes Crossing! Thanks for having me! https://t.co/poJ3QlSWQl,Detroit Pistons,1099375545672970243,@DetroitPistons,121,2019-02-23 18:28:50,0,4,0
"Get warm this winter with the new outerwear sale!

Now through Monday over at https://t.co/8k2qAtkvJP https://t.co/LDk2UmSJ11",Detroit Pistons,1099365773733228544,@DetroitPistons,125,2019-02-23 17:50:00,8,0,0
"Next round is up in the nickname bracket!

On one side ... Microwave vs. Zeke. It's a good one. Who wins?",Detroit Pistons,1099360442667937793,@DetroitPistons,105,2019-02-23 17:28:49,31,9,0
"Stop by the AT&amp;T store Great Lakes Crossing TODAY from 12-1 to see @PistonsHooper 

While you're there, enter to wi… https://t.co/mKfEd2fK6T",Detroit Pistons,1099323747448832000,@DetroitPistons,144,2019-02-23 15:03:00,13,1,0
"""To all our guys' credit, they found a way to win an important game.""

We take you to Atlanta after last night's wi… https://t.co/mB73Izm2Z0",Detroit Pistons,1099316197818920961,@DetroitPistons,140,2019-02-23 14:33:00,156,22,0
"Right back at it tonight as the #PlayoffPush continues in Miami.

7:30 on @FOXSportsDet and @971theticketxyt… https://t.co/DbGnv5zGDU",Detroit Pistons,1099306637951750144,@DetroitPistons,133,2019-02-23 13:55:01,80,19,1
"A wild night in Atlanta featured a season-high for Reggie, another 20-20 for Dre and a Thon Maker game-winner.

We… https://t.co/uVKESzo9eM",Detroit Pistons,1099299729991704577,@DetroitPistons,139,2019-02-23 13:27:34,112,16,0
"What a game. You'll want to see it again. 

Watch #Pistons Playback crafted by @Flagstar https://t.co/cWaUKww2Jm",Detroit Pistons,1099161165853278208,@DetroitPistons,112,2019-02-23 04:16:58,213,35,1
"Season-high in points. Set up Thon for the game-winner.

Reggie's our Player of the Game presented by @Jeep. https://t.co/pczPuaRZN4",Detroit Pistons,1099153222093234178,@DetroitPistons,132,2019-02-23 03:45:24,150,27,0
"Season-high 32 for Reggie.

Another 20-20 for Andre.

Coach has our Quote of the Night presented by @Jeep https://t.co/C4FDGMmrk1",Detroit Pistons,1099147920794963969,@DetroitPistons,129,2019-02-23 03:24:20,101,20,0
"Maker's Mark.

Thon's three gives us a big road win, @Keith_Langlois writes in #Pistons Playback crafted by… https://t.co/ZeOYLlx0DG",Detroit Pistons,1099146441447165953,@DetroitPistons,132,2019-02-23 03:18:27,93,12,1
Thon (game-winning shot) Maker. #PistonsNow https://t.co/L8MKl7mofN,Detroit Pistons,1099144487450877953,@DetroitPistons,67,2019-02-23 03:10:41,1530,323,1
The #PlayoffPush continues with a wild win! Your #Pistons Playback final crafted by @Flagstar. #DetroitBasketball https://t.co/WdQLY74NYN,Detroit Pistons,1099143144711618560,@DetroitPistons,137,2019-02-23 03:05:21,382,103,3
#PISTONS WIN!! #DetroitBasketball https://t.co/yyckmfTMpK,Detroit Pistons,1099141950274449414,@DetroitPistons,57,2019-02-23 03:00:36,455,130,2
"MEET YOUR MAKER.

PISTONS LEAD.",Detroit Pistons,1099141388690690048,@DetroitPistons,31,2019-02-23 02:58:22,688,84,0
"DRE. CLUTCH.

Makes both at the line and we're tied at 122 with 43.7 to play.",Detroit Pistons,1099140347920302087,@DetroitPistons,77,2019-02-23 02:54:14,86,12,0
@TheNBAGuru_ ...or completely my 20% cut when he comes through.,Detroit Pistons,1099430809151393798,@DetnewsRodBeard,63,2019-02-23 22:08:25,1,0,0
Goran Dragic is active for #Heat tonight. https://t.co/D41hvlT2Gi,Detroit Pistons,1099420469873295360,@DetnewsRodBeard,65,2019-02-23 21:27:20,1,1,1
"For the #DFS crowd, I'd look very closely at #Pistons Wayne Ellington ($3,700 in DK). He's highly motivated against… https://t.co/IMVTSdgbvn",Detroit Pistons,1099416967495196674,@DetnewsRodBeard,140,2019-02-23 21:13:25,21,0,2
@lazchance Yes...sweatshirt or jacket needed. Today: shorts and t-shirt.,Detroit Pistons,1099392049277739008,@DetnewsRodBeard,72,2019-02-23 19:34:24,2,0,0
"Finally...
#Sun https://t.co/l15V3gv0bf",Detroit Pistons,1099376249774972928,@DetnewsRodBeard,39,2019-02-23 18:31:38,25,2,1
"#Pistons Bruce Brown 🔥🔥🔥 on this dunk: ""It was just open and they weren’t guarding me. Blake (Griffin) is always ta… https://t.co/zLRwD09fi8",Detroit Pistons,1099375345571151872,@DetnewsRodBeard,140,2019-02-23 18:28:02,88,9,1
"@hubeihammer Well, there's that too.",Detroit Pistons,1099373290135740416,@DetnewsRodBeard,36,2019-02-23 18:19:52,2,0,0
@ThisIsJMichael * irregardless...,Detroit Pistons,1099363251501060096,@DetnewsRodBeard,33,2019-02-23 17:39:58,0,0,0
"Today's Grammar PSA:
The past tense of ""text"" is ""texted"" so ""I text somebody last night."" is wrong and just sounds… https://t.co/hPGnPAZI2M",Detroit Pistons,1099362232348102657,@DetnewsRodBeard,140,2019-02-23 17:35:56,32,2,0
"It'll be an interesting night, with the 6-7-8-9 seeds in the East facing off (DET-MIA and BKN-CHA). 

With a win,… https://t.co/6ECzcpg7gS",Detroit Pistons,1099353504827744256,@DetnewsRodBeard,138,2019-02-23 17:01:15,102,22,0
Quick study Wayne Ellington cracks #Pistons starting lineup: https://t.co/Wpyw6H1qvu https://t.co/wKnpPEEOXC,Detroit Pistons,1099309988965695488,@DetnewsRodBeard,108,2019-02-23 14:08:20,7,1,1
@prettyjoyful08 Not knocking...just asking. Illadelph is right there for me. 1-3 can be interchangeable on any given day.,Detroit Pistons,1099305463005569024,@DetnewsRodBeard,121,2019-02-23 13:50:21,2,0,0
Maker's Mark: Blake Griffin ejected but #Pistons beat #Hawks on Thon Maker's 3-pointer: https://t.co/ItwjDyO0wZ https://t.co/9q6FbG6LjX,Detroit Pistons,1099303812328800257,@DetnewsRodBeard,135,2019-02-23 13:43:47,15,1,2
"After Blake Griffin's ejection and some back-and-forth trash talk, #Pistons get the last word in Atlanta:… https://t.co/Z3cWSZ59da",Detroit Pistons,1099303525698424832,@DetnewsRodBeard,130,2019-02-23 13:42:39,9,0,1
@prettyjoyful08 @theroots No. 2 is Illadelph Halflife?,Detroit Pistons,1099302599692562433,@DetnewsRodBeard,54,2019-02-23 13:38:58,1,0,0
"@JRoseWXYZ You can't possibly be right. I mean, they're winning games...",Detroit Pistons,1099290863010750464,@DetnewsRodBeard,72,2019-02-23 12:52:20,11,0,0
"*squints*
Wait, that says point guard...this'll be fun. https://t.co/ILgkGO1SiG",Detroit Pistons,1099288283094372353,@DetnewsRodBeard,79,2019-02-23 12:42:05,36,2,0
"After Blake Griffin ejection and trash talk, #Pistons get the last word: https://t.co/WoxncUFkQh https://t.co/LBv0Y12JQo",Detroit Pistons,1099192621384241152,@DetnewsRodBeard,120,2019-02-23 06:21:57,10,2,1
"On the last play, after #Pistons Reggie Jackson stole the ball from Drummond... https://t.co/orJnnZGyHn",Detroit Pistons,1099174666193776640,@DetnewsRodBeard,103,2019-02-23 05:10:36,68,17,1
"#Pistons Reggie Jackson on the trash talk in the game: ""Quavo did a great job motivating us tonight, so the Hawks can thank him.""",Detroit Pistons,1099169582504398848,@DetnewsRodBeard,129,2019-02-23 04:50:24,71,6,1
Pistons at Heat tonight. One key absence for Miami. https://t.co/A3xJvZ56My,Detroit Pistons,1099373817183518721,@Keith_langlois,75,2019-02-23 18:21:58,9,0,0
"Blake Griffin when apprised Jon Leuer's clutch 3 in Friday's win over Atlanta was his first in 600 some odd days: ""Sabermetrics.""",Detroit Pistons,1099373025458380801,@Keith_langlois,129,2019-02-23 18:18:49,18,6,0
"RT @austin_drake: Reggie Jackson becomes 3rd Piston in team history with 32+ points, 8+ assists and 0 turnovers.

Joe Dumars - Apr. 18, 198…",Detroit Pistons,1099195442682843136,@Keith_langlois,140,2019-02-23 06:33:10,0,66,0
That last steal - intercepting Trae Young's lob to John Collins - set up his 2 clutch free throws to tie the game.… https://t.co/mgBayJs3Jp,Detroit Pistons,1099174068820021248,@Keith_langlois,139,2019-02-23 05:08:14,28,3,0
"Thon Maker wouldn't have been on the floor ... but Blake Griffin was in the locker room and, well ... it was a wild… https://t.co/G6JOBwUl8U",Detroit Pistons,1099168442954014721,@Keith_langlois,140,2019-02-23 04:45:53,37,0,0
"Crew chief Josh Tiven's explanation for Blake Griffin's 2nd T: ""Blake yells in a taunting manner at the Atlanta ben… https://t.co/hjjGjIeOnO",Detroit Pistons,1099151508925571072,@Keith_langlois,140,2019-02-23 03:38:35,7,1,0
"Pistons survive missed 3s from Young and Collins to win 125-122. Whew! Drummond 26 &amp; 21, 10th 20-20. Jackson 32 (season high) and 8.",Detroit Pistons,1099141868569460737,@Keith_langlois,136,2019-02-23 03:00:17,32,4,0
"Thon Maker with his biggest shot for the Pistons, a corner 3 with 17 seconds left to put them up 3.",Detroit Pistons,1099141322001342464,@Keith_langlois,99,2019-02-23 02:58:06,45,7,0
"Pistons scoreless on first 5 possessions of 4Q and Hawks regain lead on a Carter 3, ATL's 18th in 36 tries. Casey timeout at 9:04",Detroit Pistons,1099134611827892224,@Keith_langlois,129,2019-02-23 02:31:27,1,0,0
Atlanta's 17 3-pointers is the most against the Pistons this season,Detroit Pistons,1099134341072982017,@Keith_langlois,67,2019-02-23 02:30:22,2,0,0
"Pachulia, Maker, Smith, Brown, Jackson to start 4Q. Casey using a 2 PG lineup rarely seen after first month.",Detroit Pistons,1099133576812081155,@Keith_langlois,108,2019-02-23 02:27:20,4,1,0
"END 3Q: Pistons 100, Hawks 95
Drummond 20 &amp; 18
Jackson 27 &amp; 7
Griffin ejected with 2 Ts.",Detroit Pistons,1099133016285343744,@Keith_langlois,96,2019-02-23 02:25:06,4,3,0
Blake Griffin ejected with 4:189 left in 3Q and Dwane Casey is hot. Griffin looked stunned. Hit a 3 and must have said something.,Detroit Pistons,1099129924877778949,@Keith_langlois,129,2019-02-23 02:12:49,4,1,0
Reggie Jackson has found another gear. He has 26 with 6 minutes left in the third quarter. Season high is 29.,Detroit Pistons,1099128276696604672,@Keith_langlois,109,2019-02-23 02:06:16,20,5,0
"15 points in last 9:32 for Hawks after 59 in first 17:26. Since Casey's timeout at 5:34 2Q, Pistons have outscored Hawks 31-15.",Detroit Pistons,1099127232671481856,@Keith_langlois,127,2019-02-23 02:02:07,24,6,0
"HALFTIME: Hawks 70, Pistons 68. Reggie Jackson 18 &amp; 5 in 14 minutes. Drummond 14 &amp; 8. Pistons outscored Hawks 23-11… https://t.co/YcjQhmdgnf",Detroit Pistons,1099121087042985986,@Keith_langlois,148,2019-02-23 01:37:42,5,2,0
"A 12-3 Pistons run and they've cut their 14-point deficit to 5 with 2:27 left 1H. Reggie Jackson 16 points, 3 of 6 from 3.",Detroit Pistons,1099119508441182208,@Keith_langlois,122,2019-02-23 01:31:26,1,0,0
A 12-0 Hawks run and they have a 59-45 lead with 5:34 left 2Q. Hawks 10 of 16 from 3,Detroit Pistons,1099117256980738053,@Keith_langlois,84,2019-02-23 01:22:29,17,4,0
"Are the Hawks shooting well? Yes, yes they are.
Are the Pistons making them uncomfortable? No, no they are not.",Detroit Pistons,1099116557584814080,@Keith_langlois,111,2019-02-23 01:19:42,4,0,0
Hawks take biggest lead at 47-40 ... a lot of points for not yet 16 minutes into the game. Atlanta shooting 53% ... and 8 of 13 from 3.,Detroit Pistons,1099115570664882176,@Keith_langlois,135,2019-02-23 01:15:47,2,1,0
"Dragic listed as probable vs. #Pistons, who may benefit from Griffin getting the last 16 minutes off last night. https://t.co/T2rEyJhcrE",Detroit Pistons,1099354209651171328,@Vincent_ellis56,136,2019-02-23 17:04:03,0,0,1
"Conversation didn’t last 5 minutes. I had a flight to catch and while friendly, he didn’t give off a please-intervi… https://t.co/Sk4yCgvcFe",Detroit Pistons,1099353273918730241,@Vincent_ellis56,140,2019-02-23 17:00:20,2,0,0
Talk about random. Just bumped into Dennis Rodman at ATL airport while he was standing in Chick Fil A line. Spoke b… https://t.co/aa2tFMtUtw,Detroit Pistons,1099345339721678848,@Vincent_ellis56,140,2019-02-23 16:28:48,26,3,0
"On Maker's winner, RJax did an excellent job of keeping his dribble against three defenders, forcing three guys to… https://t.co/42GgWRyCbF",Detroit Pistons,1099339174950461441,@Vincent_ellis56,139,2019-02-23 16:04:18,8,0,0
"Reggie Jackson's last 11.

20 ppg
50 percent shooting
46 percent 3-point shooting
6.1 assists ppg.
Net rating of pl… https://t.co/3VXb8wU6em",Detroit Pistons,1099336589078134787,@Vincent_ellis56,140,2019-02-23 15:54:02,69,19,0
"@Baustin1980 I was half kidding. My hip-hop fanaticism ends in the mid-2000s. Quite sure I’ve heard him, but couldn… https://t.co/NKOgyP8n1o",Detroit Pistons,1099310151729852416,@Vincent_ellis56,140,2019-02-23 14:08:59,0,0,0
This got him tossed. https://t.co/YDQ7MZi09I,Detroit Pistons,1099155596455133184,@Vincent_ellis56,44,2019-02-23 03:54:50,21,3,0
"I don't know who Quavo is, but apparently he trash-talked Bruce Brown all night. #Pistons.",Detroit Pistons,1099153419896586240,@Vincent_ellis56,90,2019-02-23 03:46:11,33,4,1
